Super lemma,PoS,Count,Percent,Lemma(ta),Word form(s),Dubium,Disambiguation status
medians,Adjective,1,0.029,medians(1),mediantibus(1),,green
modicus,Adjective,1,0.029,modicus(1),modicam(1),,green
mortifer,Adjective,1,0.029,mortifer(1),mortifera(1),,green
mysticus,Adjective,1,0.029,mysticus(1),mysticus(1),,green
nocturnus,Adjective,1,0.029,nocturnus(1),nocturnas(1),,green
Stampinsis,Adjective,1,0.029,Stampinsis(1),stampinse(1),,green
novus,Adjective,1,0.029,novus(1),novus(1),,green
noxius,Adjective,1,0.029,noxius(1),noxios(1),,green
obnoxius,Adjective,1,0.029,obnoxius(1),obnoxius(1),,green
minus,Adverb,1,0.029,minus(1),minus(1),,green
opportunus,Adjective,1,0.029,opportunus(1),opportuna(1),,green
optimas,Adjective,1,0.029,optimas(1),optematibus(1),,green
ordinatus,Adjective,1,0.029,ordinatus(1),ordinata(1),,green
parens,Adjective,1,0.029,parens(1),parentis(1),,green
paternus,Adjective,1,0.029,paternus(1),paternae(1),,green
pavidus,Adjective,1,0.029,pavidus(1),pavido(1),,green
penitus,Adjective,1,0.029,paenitus(1),paenitus(1),,green
perennis,Adjective,1,0.029,perennis(1),perenni(1),,green
Albigus,Personal Name,1,0.029,Albigus(1),albige(1),,green
pervius,Adjective,1,0.029,pervius(1),pervium(1),,green
plenus,Adjective,1,0.029,plenus(1),pleniore(1),,green
pretiosus,Adjective,1,0.029,precius(1),precius(1),,green
princeps,Adjective,1,0.029,princeps(1),principibus(1),,green
principalis,Adjective,1,0.029,principalis(1),princepalis(1),,green
privatus,Adjective,1,0.029,privatus(1),privatis(1),,green
protervus,Adjective,1,0.029,protervus(1),protervos(1),,green
providus,Adjective,1,0.029,providus(1),provida(1),,green
provincialis,Adjective,1,0.029,provincialis(1),provincialis(1),,green
rapiendus,Adjective,1,0.029,rapiendus(1),rapienda(1),,green
rectus,Adjective,1,0.029,rectus(1),recti(1),,green
relictus,Adjective,1,0.029,relictus(1),relictam(1),,green
religiosus,Adjective,1,0.029,relegiosus(1),relegiosas(1),,green
remotus,Adjective,1,0.029,remotus(1),remota(1),,green
sacer,Adjective,1,0.029,sacer(1),sacris(1),,green
sacrosanctus,Adjective,1,0.029,sacrosanctus(1),sacrosancti(1),,green
saecularis,Adjective,1,0.029,secularis(1),secularium(1),,green
salvus,Adjective,1,0.029,salvus(1),salva(1),,green
secretus,Adjective,1,0.029,secretus(1),secrecius(1),,green
securus,Adjective,1,0.029,securus(1),secura(1),,green
sequens,Adjective,1,0.029,sequens(1),sequenti(1),,green
servilis,Adjective,1,0.029,servilis(1),serviles(1),,green
severus,Adjective,1,0.029,severus(1),severissimam(1),,green
simplex,Adjective,1,0.029,simplex(1),simplicem(1),,green
singulus,Adjective,1,0.029,singulus(1),singula(1),,green
sinister,Adjective,1,0.029,senexter(1),senextra(1),,green
spiritalis,Adjective,1,0.029,spiritalis(1),spiritali(1),,green
stabilis,Adjective,1,0.029,stabilis(1),stabili(1),,green
subrepticius,Adjective,1,0.029,subreptitius(1),subreptitias(1),,green
tantus,Adjective,1,0.029,tantus(1),tantis(1),,green
temerarius,Adjective,1,0.029,temerarius(1),temerario(1),,green
ternus,Adjective,1,0.029,ternus(1),ternas(1),,green
tricenarius,Adjective,1,0.029,tricenarius(1),tricenaria(1),,green
unanimus,Adjective,1,0.029,unanimus(1),unanimi(1),,green
vacuus,Adjective,1,0.029,vacuus(1),vacua(1),,green
vicarius,Adjective,1,0.029,vicarius(1),vicarios(1),,green
vicinus,Adjective,1,0.029,vicinus(1),vicinas(1),,green
vivus,Adjective,1,0.029,vivus(1),vivi(1),,green
abicio,Verb,1,0.029,abicio(1),abiecerint(1),,green
absolvo,Verb,1,0.029,absoluo(1),absoluta(1),,green
Brunechildis,Personal Name,1,0.029,Brunechildis(1),brunechildis(1),,green
absum,Verb,1,0.029,absum(1),absit(1),,green
accresco,Verb,1,0.029,adcresco(1),adcreverit(1),,green
acquiesco,Verb,1,0.029,adquiesco(1),adquiescit(1),,green
adopto,Verb,1,0.029,adopto(1),adoptare(1),,green
Chlodosinda,Personal Name,1,0.029,Chlodosinda(1),chlodosindam(1),,green
Chlotharius,Personal Name,1,0.029,Chlotharius(1),chlotharii(1),,green
afficio,Verb,1,0.029,afficio(1),afficeretur(1),,green
annullo,Verb,1,0.029,annullo(1),annullatur(1),,green
appareo,Verb,1,0.029,appareo(1),appareat(1),,green
December,Proper Name,1,0.029,December(1),decembris(1),,green
approbo,Verb,1,0.029,adprobo(1),adprobati(1),,green
ascendo,Verb,1,0.029,ascendo(1),ascendat(1),,green
assigno,Verb,1,0.029,adsigno(1),adsignata(1),,green
assolet,Verb,1,0.029,adsolet(1),adsolet(1),,green
attingo,Verb,1,0.029,attingo(1),atingere(1),,green
augmento,Verb,1,0.029,augmento(1),augmentare(1),,green
averto,Verb,1,0.029,averto(1),avertat(1),,green
captivo,Verb,1,0.029,captivo(1),captivati(1),,green
careo,Verb,1,0.029,careo(1),carebit(1),,green
castigo,Verb,1,0.029,castigo(1),castigetur(1),,green
Faileuba,Personal Name,1,0.029,Faileuba(1),faileubam(1),,green
Francia,Proper Name,1,0.029,Francia(1),franciam(1),,green
Francus,Personal Name,1,0.029,Francus(1),francus(1),,green
claudo,Verb,1,0.029,claudo(1),clausae(1),,green
cogo,Verb,1,0.029,cogo(1),cogantur(1),,green
commaneo,Verb,1,0.029,commaneo(1),commanere(1),,green
commendo,Verb,1,0.029,commendo(1),commendat(1),,green
compleo,Verb,1,0.029,conpleo(1),conpletum(1),,green
condico,Verb,1,0.029,condico(1),condicatur(1),,green
congrego,Verb,1,0.029,congrego(1),congregatur(1),,green
conor,Verb,1,0.029,conor(1),conaretur(1),,green
conscribo,Verb,1,0.029,conscribo(1),conscribere(1),,green
consimilo,Verb,1,0.029,consimilo(1),consimiles(1),,green
constat,Verb,1,0.029,constat(1),constat(1),,green
constringo,Verb,1,0.029,constringo(1),constringant(1),,green
construo,Verb,1,0.029,construo(1),constructa(1),,green
consuesco,Verb,1,0.029,consuesco(1),consuevit(1),,green
consumo,Verb,1,0.029,consumo(1),consumi(1),,green
consuo,Verb,1,0.029,consuo(1),consuerunt(1),,green
consurgo,Verb,1,0.029,consurgo(1),consurgat(1),,green
contemno,Verb,1,0.029,contempno(1),contempnere(1),,green
contero,Verb,1,0.029,contero(1),conteri(1),,green
convalesco,Verb,1,0.029,convalesco(1),convaluerunt(1),,green
coquo,Verb,1,0.029,coquo(1),coquendum(1),,green
decido,Verb,1,0.029,decido(1),decidat(1),,green
decimo,Verb,1,0.029,decimo(1),decimatur(1),,green
declino,Verb,1,0.029,declino(1),declinet(1),,green
dedico,Verb,1,0.029,dedico(1),dedicata(1),,green
deduco,Verb,1,0.029,deduco(1),deduxisse(1),,green
deficio,Verb,1,0.029,deficio(1),defecerit(1),,green
Idus,Proper Name,1,0.029,Idus(1),idus(1),,green
agrarium,Noun,1,0.029,agrarium(1),agraria(1),,green
denego,Verb,1,0.029,denego(1),denegetur(1),,green
deporto,Verb,1,0.029,deporto(1),deportentur(1),,green
deprehendo,Verb,1,0.029,depraehindo(1),depraehinditur(1),,green
Iudaeus,Proper Name,1,0.029,Iudaeus(1),iudaei(1),,green
deputo,Verb,1,0.029,depoto(1),depotate(1),,green
Iulius,Personal Name,1,0.029,Iulius(1),iulii(1),,green
derogo,Verb,1,0.029,derogo(1),derogata(1),,green
desero,Verb,1,0.029,desero(1),deserens(1),,green
deservio,Verb,1,0.029,deservio(1),deservire(1),,green
desidero,Verb,1,0.029,desidero(1),desiderat(1),,green
destino,Verb,1,0.029,destino(1),destinare(1),,green
detraho,Verb,1,0.029,detraho(1),detrahere(1),,green
altaria,Noun,1,0.029,altarium(1),altario(1),,green
Ledus,Proper Name,1,0.029,Ledus(1),ledus(1),,green
monitum,Noun,1,0.029,monitum(1),monita(1),,green
excepto,Adverb,1,0.029,excepto(1),excepto(1),,green
dignosco,Verb,1,0.029,denusco(1),denuscetur(1),,green
diligo,Verb,1,0.029,diligo(1),diligendo(1),,green
discedo,Verb,1,0.029,discedo(1),discedant(1),,green
discendo,Verb,1,0.029,discendo(1),discendat(1),,green
discerno,Verb,1,0.029,discerno(1),discernentur(1),,green
disco,Verb,1,0.029,disco(1),discat(1),,green
aviaticus,Adjective,1,0.029,aviaticus(1),aviaticas(1),,green
bansatrix,Noun,1,0.029,bansatrix(1),bansatrices(1),,green
dispono,Verb,1,0.029,dispono(1),disposuimus(1),,green
dulgo,Verb,1,0.029,dulgo(1),dulgat(1),,green
dubito,Verb,1,0.029,dubito(1),dubitant(1),,green
duco,Verb,1,0.029,duco(1),ducat(1),,green
edico,Verb,1,0.029,edico(1),edicti(1),,green
elicio,Verb,1,0.029,elicio(1),elicuerit(1),,green
emitto,Verb,1,0.029,emitto(1),emittendam(1),,green
enuntio,Verb,1,0.029,enuntio(1),enuntiante(1),,green
Meldi,Proper Name,1,0.029,Meldi(1),meldis(1),,green
evado,Verb,1,0.029,evado(1),evadere(1),,green
examino,Verb,1,0.029,examino(1),examinentur(1),,green
excludo,Verb,1,0.029,excludo(1),excludat(1),,green
excommunico,Verb,1,0.029,excommunico(1),excommunicatus(1),,green
excuso,Verb,1,0.029,excuso(1),excusatus(1),,green
expedio,Verb,1,0.029,expedio(1),expetire(1),,green
expello,Verb,1,0.029,expello(1),expellere(1),,green
November,Proper Name,1,0.029,November(1),novembris(1),,green
exsolvo,Verb,1,0.029,exoluo(1),exolutus(1),,green
cellarinsis,Adjective,1,0.029,cellarinsis(1),cellarinsis(1),,green
ferrebannitus,Noun,1,0.029,ferrebannitus(1),ferrebannitus(1),,green
forbatutus,Adjective,1,0.029,forbatutus(1),forbatutus(1),,green
toloneum,Noun,1,0.029,toloneum(1),toloneo(1),,green
versatim,Adverb,1,0.029,versatim(1),versatim(1),,green
videredum,Noun,1,0.029,videredum(1),videredum(1),,green
intercio,Verb,1,0.029,intercio(1),interciavit(1),,green
latrocinius,Noun,1,0.029,latrocinius(1),latrocinius(1),,green
morganegiba,Noun,1,0.029,morganegiba(1),morganegiba(1),,green
exsto,Verb,1,0.029,exto(1),exteterit(1),,green
pascuarium,Noun,1,0.029,pascuarium(1),pascuaria(1),,green
extraho,Verb,1,0.029,extraho(1),extrahere(1),,green
extrudo,Verb,1,0.029,extrudo(1),extruderit(1),,green
exuo,Verb,1,0.029,exuo(1),exuat(1),,green
tronia,Noun,1,0.029,tronia(1),tronia(1),,green
fallo,Verb,1,0.029,fallo(1),fallendo(1),,green
fero,Verb,1,0.029,fero(1),latam(1),,green
festino,Verb,1,0.029,festino(1),festinet(1),,green
festuco,Verb,1,0.029,fistuco(1),fistuco(1),,green
finio,Verb,1,0.029,finio(1),finitum(1),,green
fugio,Verb,1,0.029,fugio(1),fugerint(1),,green
guberno,Verb,1,0.029,guberno(1),gubernare(1),,green
Porcarius,Personal Name,1,0.029,Porcarius(1),porcarii(1),,green
iaceo,Verb,1,0.029,iaceo(1),iaceat(1),,green
ignoro,Verb,1,0.029,ignoro(1),ignorent(1),,green
impendo,Verb,1,0.029,impendo(1),impenditur(1),,green
impleo,Verb,1,0.029,impleo(1),impleantur(1),,green
inaudio,Verb,1,0.029,inaudio(1),inauditus(1),,green
incendo,Verb,1,0.029,incendo(1),incenderit(1),,green
incumbo,Verb,1,0.029,incumbo(1),incumbit(1),,green
indo,Verb,1,0.029,indo(1),indita(1),,green
indulgeo,Verb,1,0.029,indulgeo(1),indulsisse(1),,green
ineo,Verb,1,0.029,ineo(1),inierat(1),,green
infero,Verb,1,0.029,infero(1),inferre(1),,green
inicio,Verb,1,0.029,inicio(1),inicio(1),,green
inito,Verb,1,0.029,inito(1),initas(1),,green
Salicus,Personal Name,1,0.029,Salicus(1),salicus(1),,green
inspiro,Verb,1,0.029,inspiro(1),inspirare(1),,green
instigo,Verb,1,0.029,instigo(1),instigante(1),,green
instruo,Verb,1,0.029,instruo(1),instruemus(1),,green
intendo,Verb,1,0.029,intendo(1),intendatur(1),,green
interpono,Verb,1,0.029,interpono(1),interposita(1),,green
iungo,Verb,1,0.029,iungo(1),iungentes(1),,green
iuro,Verb,1,0.029,iuro(1),iurant(1),,green
Sunium,Proper Name,1,0.029,Sunium(1),sunia(1),,green
Syghibertus,Personal Name,1,0.029,Syghibertus(1),syghiberto(1),,green
manduco,Verb,1,0.029,manduco(1),manducandum(1),,green
maneo,Verb,1,0.029,maneo(1),maneant(1),,green
Theodobertus,Personal Name,1,0.029,Theodobertus(1),theodobertum(1),,green
Theodoricus,Personal Name,1,0.029,Theodoricus(1),theodoricum(1),,green
moneo,Verb,1,0.029,moneo(1),monitus(1),,green
moveo,Verb,1,0.029,moveo(1),moveantur(1),,green
mulceo,Verb,1,0.029,mulceo(1),mulceat(1),,green
multo,Verb,1,0.029,multo(1),multandus(1),,green
nascor,Verb,1,0.029,nascor(1),nascuntur(1),,green
obicio,Verb,1,0.029,obicio(1),obicit(1),,green
occulto,Verb,1,0.029,occulto(1),occultare(1),,green
odi,Verb,1,0.029,odi(1),odierit(1),,green
offero,Verb,1,0.029,offero(1),offeratur(1),,green
oportet,Verb,1,0.029,oportet(1),oportit(1),,green
oro,Verb,1,0.029,oro(1),orate(1),,green
pario,Verb,1,0.029,pario(1),pariatur(1),,green
patior,Verb,1,0.029,patior(1),pateretur(1),,green
pendo,Verb,1,0.029,pendo(1),pendatur(1),,green
percello,Verb,1,0.029,percello(1),percellat(1),,green
perquiro,Verb,1,0.029,perquiro(1),perquirat(1),,green
pervio,Verb,1,0.029,pervio(1),pervio(1),,green
placo,Verb,1,0.029,placo(1),placari(1),,green
posco,Verb,1,0.029,posco(1),poscitur(1),,green
praecedo,Verb,1,0.029,praecedo(1),praecedentium(1),,green
praeparo,Verb,1,0.029,praeparo(1),praeparari(1),,green
praesentio,Verb,1,0.029,presentio(1),presentetur(1),,green
praetermitto,Verb,1,0.029,praetermitto(1),pretermissas(1),,green
precor,Verb,1,0.029,preco(1),precare(1),,green
privo,Verb,1,0.029,privo(1),privetur(1),,green
procedo,Verb,1,0.029,procedo(1),processit(1),,green
procuro,Verb,1,0.029,procuro(1),procuret(1),,green
prohibeo,Verb,1,0.029,prohibeo(1),prohibuerint(1),,green
promitto,Verb,1,0.029,promitto(1),promisimus(1),,green
promoveo,Verb,1,0.029,promoveo(1),promoveatur(1),,green
ablatus,Noun,1,0.029,ablatus(1),ablatum(1),,green
provideo,Verb,1,0.029,provideo(1),provideat(1),,green
provoco,Verb,1,0.029,provoco(1),provocatus(1),,green
absentia,Noun,1,0.029,absentia(1),absentia(1),,green
rapio,Verb,1,0.029,rapio(1),rapiantur(1),,green
reclamo,Verb,1,0.029,reclamo(1),reclamatur(1),,green
recognosco,Verb,1,0.029,recognosco(1),recognovit(1),,green
actor,Noun,1,0.029,actor(1),actor(1),,green
regno,Verb,1,0.029,regno(1),regnandi(1),,green
reicio,Verb,1,0.029,reicio(1),reiecte(1),,green
relaxo,Verb,1,0.029,relaxo(1),relaxasse(1),,green
relevo,Verb,1,0.029,relevo(1),relevare(1),,green
reliquo,Verb,1,0.029,reliquo(1),reliquas(1),,green
remaneo,Verb,1,0.029,remaneo(1),remaneat(1),,green
adhortatio,Noun,1,0.029,adhortatio(1),adhortationis(1),,green
repromitto,Verb,1,0.029,repromitto(1),repromittit(1),,green
admonitus,Noun,1,0.029,admonitus(1),admonitus(1),,green
reservo,Verb,1,0.029,reservo(1),reservetur(1),,green
resideo,Verb,1,0.029,resedeo(1),resedent(1),,green
retineo,Verb,1,0.029,reteneo(1),retenere(1),,green
adunatus,Noun,1,0.029,adunatus(1),adunatis(1),,green
adversitas,Noun,1,0.029,adversitas(1),adversitate(1),,green
roboro,Verb,1,0.029,rovoro(1),rovorandum(1),,green
aeneum,Noun,1,0.029,eneum(1),eneum(1),,green
sagino,Verb,1,0.029,sagino(1),saginare(1),,green
sarcio,Verb,1,0.029,sarcio(1),sarciatur(1),,green
aevum,Noun,1,0.029,aevum(1),aevi(1),,green
sentio,Verb,1,0.029,sentio(1),sensit(1),,green
separo,Verb,1,0.029,separo(1),separentur(1),,green
sepelio,Verb,1,0.029,sepelio(1),sepulta(1),,green
sequor,Verb,1,0.029,sequor(1),sequatur(1),,green
signo,Verb,1,0.029,signo(1),signatas(1),,green
sino,Verb,1,0.029,sino(1),sivi(1),,green
sollicito,Verb,1,0.029,sollicito(1),sollicitet(1),,green
spero,Verb,1,0.029,spero(1),sperantes(1),,green
suadeo,Verb,1,0.029,suadeo(1),suadente(1),,green
amicus,Noun,1,0.029,amicus(1),amicis(1),,green
amissio,Noun,1,0.029,amissio(1),amissione(1),,green
amita,Noun,1,0.029,amita(1),amitas(1),,green
amplius,Noun,1,0.029,amplius(1),amplius(1),,green
subscribo,Verb,1,0.029,subscribo(1),subscripsi(1),,green
substituo,Verb,1,0.029,substituo(1),substituatur(1),,green
succedo,Verb,1,0.029,succedo(1),succedant(1),,green
succresco,Verb,1,0.029,succresco(1),succrescere(1),,green
sum,Verb,1,0.029,sum(1),fuemus(1),,green
anulus,Noun,1,0.029,anulus(1),anulo(1),,green
apostola,Noun,1,0.029,apostola(1),apostolia(1),,green
apostolus,Noun,1,0.029,apostolus(1),apostolo(1),,green
supersum,Verb,1,0.029,supersum(1),superesse(1),,green
suspendo,Verb,1,0.029,suspendo(1),suspendatur(1),,green
suspicio,Verb,1,0.029,suspicio(1),suspectus(1),,green
tardo,Verb,1,0.029,tardo(1),tardetis(1),,green
temero,Verb,1,0.029,temero(1),temerare(1),,green
tento,Verb,1,0.029,tento(1),tentaverint(1),,green
termino,Verb,1,0.029,termino(1),terminari(1),,green
timeo,Verb,1,0.029,timeo(1),timentur(1),,green
tracto,Verb,1,0.029,tracto(1),tractare(1),,green
transcendo,Verb,1,0.029,transscendo(1),transscenderit(1),,green
transfero,Verb,1,0.029,transfero(1),transtulerunt(1),,green
transmitto,Verb,1,0.029,transmitto(1),transmittantur(1),,green
tremo,Verb,1,0.029,tremo(1),tremendum(1),,green
vacuo,Verb,1,0.029,vacuo(1),vacuentur(1),,green
vado,Verb,1,0.029,vado(1),vadit(1),,green
vello,Verb,1,0.029,vello(1),vellet(1),,green
auctor,Noun,1,0.029,auctor(1),auctorem(1),,green
ausus,Noun,1,0.029,ausus(1),ausu(1),,green
violo,Verb,1,0.029,violo(1),violare(1),,green
auxilium,Noun,1,0.029,auxilium(1),auxilio(1),,green
avunculus,Noun,1,0.029,avunculus(1),avunculos(1),,green
voveo,Verb,1,0.029,voveo(1),voverant(1),,green
vulgo,Verb,1,0.029,vulgo(1),vulgamus(1),,green
beatitudo,Noun,1,0.029,beatitudo(1),beatitudini(1),,green
benedictio,Noun,1,0.029,benedictio(1),benedictione(1),,green
bonum,Noun,1,0.029,bonum(1),bonis(1),,green
calliditas,Noun,1,0.029,calliditas(1),calliditate(1),,green
campus,Noun,1,0.029,campus(1),campo(1),,green
canticum,Noun,1,0.029,canticum(1),cantecis(1),,green
captivitas,Noun,1,0.029,captivitas(1),captivitatis(1),,green
castellum,Noun,1,0.029,castellum(1),castellis(1),,green
census,Noun,1,0.029,census(1),census(1),,green
centenarium,Noun,1,0.029,centenarium(1),centenario(1),,green
centenum,Noun,1,0.029,centenum(1),centena(1),,green
clavis,Noun,1,0.029,clavis(1),clavis(1),,green
commonitio,Noun,1,0.029,commonitio(1),commonitionem(1),,green
communio,Noun,1,0.029,communio(1),communione(1),,green
competitio,Noun,1,0.029,competitio(1),conpetitionebus(1),,green
compressus,Noun,1,0.029,compressus(1),compressos(1),,green
concilium,Noun,1,0.029,concilium(1),concilio(1),,green
condemnatio,Noun,1,0.029,condemnatio(1),condemnatione(1),,green
confugium,Noun,1,0.029,confugium(1),confugium(1),,green
consacerdos,Noun,1,0.029,consacerdos(1),consacerdotes(1),,green
consanguineus,Noun,1,0.029,consanguineus(1),consanguinei(1),,green
conscientia,Noun,1,0.029,conscientia(1),conscientia(1),,green
contractor,Noun,1,0.029,contractor(1),contractorem(1),,green
contrarietas,Noun,1,0.029,contrarietas(1),contrarietate(1),,green
conversatio,Noun,1,0.029,conversatio(1),conversatione(1),,green
cultura,Noun,1,0.029,cultura(1),culturam(1),,green
cupiditas,Noun,1,0.029,cupiditas(1),cupiditate(1),,green
custodia,Noun,1,0.029,custodia(1),custodias(1),,green
daemon,Noun,1,0.029,daemon(1),daemoni(1),,green
debitum,Noun,1,0.029,debitum(1),debita(1),,green
decima,Noun,1,0.029,decima(1),decimas(1),,green
definitus,Noun,1,0.029,definitus(1),definitis(1),,green
delatura,Noun,1,0.029,delatura(1),delatura(1),,green
strinuitas,Noun,1,0.029,strinuetas(1),strinuetas(1),,green
diaconus,Noun,1,0.029,diaconus(1),diacono(1),,green
dicio,Noun,1,0.029,dicio(1),dicione(1),,green
dignatus,Noun,1,0.029,dignatus(1),dignati(1),,green
dilatio,Noun,1,0.029,dilatio(1),dilatione(1),,green
dilatura,Noun,1,0.029,dilatura(1),dilatura(1),,green
dilectio,Noun,1,0.029,dilectio(1),dilectione(1),,green
dimidium,Noun,1,0.029,dimidium(1),dimidium(1),,green
discursor,Noun,1,0.029,discursor(1),discursoris(1),,green
divinitas,Noun,1,0.029,divinitas(1),divinitas(1),,green
doctrina,Noun,1,0.029,doctrina(1),doctrinae(1),,green
dolus,Noun,1,0.029,dolus(1),dolo(1),,green
dominicus,Noun,1,0.029,dominicus(1),domineco(1),,green
donum,Noun,1,0.029,donum(1),donum(1),,green
dorsum,Noun,1,0.029,dorsum(1),dorsum(1),,green
dubietas,Noun,1,0.029,dubietas(1),dubietas(1),,green
dux,Noun,1,0.029,dux(1),ducem(1),,green
ebrietas,Noun,1,0.029,ebrietas(1),ebrietate(1),,green
effectus,Noun,1,0.029,effectus(1),effectum(1),,green
